sample.n,id.string,site,plot,rep,depth,treatment,date.collected,BD,MC60,MC25,WEPw,WEPd,LysedCellP,frac.1.KCL.Pi,frac.2b.NaOH.Po,frac.2a.NaOH.Pi,frac.3.HCl.Pi,frac.4.Residue.P,frac.TP,Ca.3051a,Mg.3051a,Al.3051a,Fe.3051a,P.3051a,frac.Error,frac.Po,frac.Pi,TP.ign,HCl.Pi,HCl.Po,LOI,POXC,APA,TC,TN,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,fracOx.Al,fracOx.Fe,fracOx.P,MM.Al,MM.Fe,MM.P,pH,clay,silt,sand,year.core.n.depth,core.n,core.ID,site.n,field.rep,site.name,rst.yr,cls.yr,sample.date,P.1MKCl,BD.sd,Ox/IP,notes.x,lon,lat,project.x,site.plot,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,1991...12,1992...13,1993...14,1994...15,1995...16,1996...17,1997...18,1998...19,1999...20,2000...21,2001...22,2002...23,2003...24,2004...25,2005...26,2006...27,2007...28,2008...29,2009...30,2010...31,2011...32,2012...33,2013...34,2014...35,2015...36,2016...37,2017...38,2018...39,2019...40,2020...41,...42,2020...43,2019...44,2018...45,2017...46,2016...47,2015...48,2014...49,2013...50,2012...51,2011...52,2010...53,2009...54,2008...55,2007...56,2006...57,2005...58,2004...59,2003...60,2002...61,2001...62,2000...63,1999...64,1998...65,1997...66,1996...67,1995...68,1994...69,1993...70,1992...71,1991...72,sample.type,project.y,smpl.date,smpl.yr,notes.y,YSF,na.rm,equipment,lon.x,lat.x,description,project,lon1,lat1,lon2,lat2,lon3,lat3,index,name,lon.y,lat.y,elevation,collection start,collection end,solution status,lateral rms,sample count,antenna height,prior,WFPS,HCl.PSR
NA,SE3.1.5 to 10,Sa,3,NA,5-10cm,O2,NA,NA,NA,NA,NA,0.5538461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.7451488210611,NA,NA,0.2260273972602743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c13.5-10cm,13,O2-1-1,1,1,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,O2,NA,NA,NA,NA,NA,0.9090909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139.4296980388076,NA,NA,0.22673031026253043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c14.5-10cm,14,O2-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,O2,NA,NA,NA,NA,NA,0.9090909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139.4296980388076,NA,NA,0.22673031026253043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c14.5-10cm,14,O2-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,O2,NA,NA,NA,NA,NA,0.5686274509803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.2387255129079,NA,NA,0.20517928286852613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c15.5-10cm,15,O2-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,O2,NA,NA,NA,NA,NA,0.5686274509803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.2387255129079,NA,NA,0.20517928286852613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c15.5-10cm,15,O2-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.1.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.4509803921568627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099.6304352065224,NA,NA,0.24999999999999942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c16.5-10cm,16,N2-1-1,1,1,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.1.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.4509803921568627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099.6304352065224,NA,NA,0.24999999999999942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c16.5-10cm,16,N2-1-1,1,1,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.5918367346938777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283.7782613240006,NA,NA,0.1959999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c17.5-10cm,17,N2-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.5918367346938777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283.7782613240006,NA,NA,0.1959999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c17.5-10cm,17,N2-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.5686274509803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.211624266145,NA,NA,0.21135029354207405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c18.5-10cm,18,N2-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,N2,NA,NA,NA,NA,NA,0.5686274509803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.211624266145,NA,NA,0.21135029354207405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c18.5-10cm,18,N2-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
NA,SE3.1.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.25631196841664133,0.7549692808095411,NA,NA,1.601990049751244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.7898093387369,333.94156146179404,894.8482478769429,0.28662420382165665,NA,NA,NA,NA,579.7031813384515,1520.180375996047,2620.6231094076543,63.44741699183951,0.18137861892806298,419.6750801950044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c19.5-10cm,19,CTRL-1-1,1,1,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.21422812778803604,0.10448426224050374
NA,SE3.1.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.25631196841664133,0.7549692808095411,NA,NA,1.601990049751244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.7898093387369,333.94156146179404,894.8482478769429,0.28662420382165665,NA,NA,NA,NA,579.7031813384515,1520.180375996047,2620.6231094076543,63.44741699183951,0.18137861892806298,419.6750801950044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c19.5-10cm,19,CTRL-1-1,1,1,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.21422812778803604,0.10448426224050374
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.32280641234459145,0.7122083192424754,NA,NA,0.28571428571428575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.4661234991418,489.51585000000006,655.9502734991418,0.2547169811320759,NA,NA,NA,NA,712.1739695117022,1780.7212926148927,2238.6617307950514,54.87565991872247,0.21687554527079092,327.4336456276745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c20.5-10cm,20,CTRL-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2617957294269991,0.14907034156308105
NA,SE3.2.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.32280641234459145,0.7122083192424754,NA,NA,0.28571428571428575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.4661234991418,489.51585000000006,655.9502734991418,0.2547169811320759,NA,NA,NA,NA,712.1739695117022,1780.7212926148927,2238.6617307950514,54.87565991872247,0.21687554527079092,327.4336456276745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c20.5-10cm,20,CTRL-1-2,1,2,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2617957294269991,0.14907034156308105
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.4042227514781252,0.6608784473953012,NA,NA,0.28292682926829277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.8753799392077,282.25429765886287,933.6210822803448,0.20060790273556348,NA,NA,NA,NA,550.6635147448213,2018.531912633862,4054.4846151869897,137.2463835333399,0.12070605832873513,758.9817088573323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c21.5-10cm,21,CTRL-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,intact cores,IC2018,20180730,2018.665469,Saenger,25.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3152256427580034,0.06187045773776185
NA,SE3.3.5 to 10,Sa,3,NA,5-10cm,CTRL,NA,0.4042227514781252,0.6608784473953012,NA,NA,0.28292682926829277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.8753799392077,282.25429765886287,933.6210822803448,0.20060790273556348,NA,NA,NA,NA,550.6635147448213,2018.531912633862,4054.4846151869897,137.2463835333399,0.12070605832873513,758.9817088573323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c21.5-10cm,21,CTRL-1-3,1,3,Seagner,2009,2006,20180730,NA,NA,NA,NA,NA,NA,NA,Sa.3,10,0,0,0,10,0,NA,1993,1993,pre-1993,NA,NA,n,NA,n,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,n,0,n,0,0,surface plots,SurfacePlots,20180907,2018.769165,Saenger,25.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3152256427580034,0.06187045773776185
NA,QU2.1.5 to 10,QuH,2,NA,5-10cm,CTRL,NA,0.8802485334614535,0.2858765619083681,NA,NA,1.775609756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.5848375451264,392.1994763513514,614.385361193775,0.09025270758122739,NA,NA,NA,NA,600.0283987916948,2032.4285594893406,3378.813703324652,202.0452000008266,0.1427298805913894,633.9325440011951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c22.5-10cm,22,CTRL-3-1,3,1,Quesnell,na,2017,20180730,NA,NA,NA,NA,NA,NA,NA,QuH.2,4,5,0,0,9,0.5555555555555556,2009,2011,2009,2009-2011,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,y,y,0,y,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,IC2018,20180730,2018.665469,Quesnel Holsteins,9.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,0.37680569118952645,0.09329322502128322
NA,QU2.1.5 to 10,QuH,2,NA,5-10cm,CTRL,NA,0.8802485334614535,0.2858765619083681,NA,NA,1.775609756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.5848375451264,392.1994763513514,614.385361193775,0.09025270758122739,NA,NA,NA,NA,600.0283987916948,2032.4285594893406,3378.813703324652,202.0452000008266,0.1427298805913894,633.9325440011951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c22.5-10cm,22,CTRL-3-1,3,1,Quesnell,na,2017,20180730,NA,NA,NA,NA,NA,NA,NA,QuH.2,4,5,0,0,9,0.5555555555555556,2009,2011,2009,2009-2011,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,y,y,0,y,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,surface plots,SurfacePlots,20180907,2018.769165,Quesnel Holsteins,9.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,0.37680569118952645,0.09329322502128322
NA,QU2.2.5 to 10,QuH,2,NA,5-10cm,CTRL,NA,1.0107150718981033,0.2826384142173616,NA,NA,1.1024390243902442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.1086956521738,432.3491225165563,579.7595731356175,0.08695652173913039,NA,NA,NA,NA,496.8149468742556,1866.3293368790405,2968.4640720368557,164.97620276122962,0.13122147882607538,590.2631704756915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c23.5-10cm,23,CTRL-3-2,3,2,Quesnell,na,2017,20180730,NA,NA,NA,NA,NA,NA,NA,QuH.2,4,5,0,0,9,0.5555555555555556,2009,2011,2009,2009-2011,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,y,y,0,y,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,IC2018,20180730,2018.665469,Quesnel Holsteins,9.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,0.4617972663945218,0.11419441299566592
NA,QU2.2.5 to 10,QuH,2,NA,5-10cm,CTRL,NA,1.0107150718981033,0.2826384142173616,NA,NA,1.1024390243902442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.1086956521738,432.3491225165563,579.7595731356175,0.08695652173913039,NA,NA,NA,NA,496.8149468742556,1866.3293368790405,2968.4640720368557,164.97620276122962,0.13122147882607538,590.2631704756915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c23.5-10cm,23,CTRL-3-2,3,2,Quesnell,na,2017,20180730,NA,NA,NA,NA,NA,NA,NA,QuH.2,4,5,0,0,9,0.5555555555555556,2009,2011,2009,2009-2011,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,y,y,0,y,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,surface plots,SurfacePlots,20180907,2018.769165,Quesnel Holsteins,9.76916499999993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,0.4617972663945218,0.11419441299566592
NA,QU2.3.5 to 10,QuH,2,NA,5-10cm,CTRL,NA,0.9801881282621352,0.2614329268292683,NA,NA,1.1649484536082475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.6516170349029,441.0237966101694,562.6278204247335,0.08933717579250687,NA,NA,NA,NA,560.9953002786391,2044.6127250225366,3034.228103237782,170.96776240199588,0.13930225580647326,603.0660899274574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18c24.5-10cm,24,CTRL-3-3,3,3,Quesnell,na,2017,20180730,NA,NA,NA,NA,NA,NA,NA,QuH.2,4,5,0,0,9,0.5555555555555556,2009,2011,2009,2009-2011,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,y,y,0,y,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,IC2018,20180730,2018.665469,Quesnel Holsteins,9.66546900000003,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,0.4066755406479799,0.10951180821232832
